"ID","RandN","TimeP","Site","Genotype","Treat","Treatment","Set","Score_Full","Score_TP","Score_Set","Score_Seas","AnSet","Season"
"K8_C_N_18","M8_39","M8","KL","AC8","C","Control","M8.KL.AC8.C",24.6796586392646,19.1908075591909,20.5454829854569,19.1908075591909,"Seasonal","Spring"
"K8_C_N_19","M8_7","M8","KL","AC8","C","Control","M8.KL.AC8.C",23.8382565757617,18.8760616642707,19.7738679417719,18.8760616642707,"Seasonal","Spring"
"K8_C_N_20","M8_81","M8","KL","AC8","C","Control","M8.KL.AC8.C",24.7846114216269,19.3206948948517,20.6947771066375,19.3206948948517,"Seasonal","Spring"
"K8_C_N_21","M12_40","M12","KL","AC8","C","Control","M12.KL.AC8.C",24.7309709966166,22.5013092274028,22.5013092274028,24.9109021681819,"Annual","Summer"
"K8_C_N_22","M12_22","M12","KL","AC8","C","Control","M12.KL.AC8.C",22.7654831823484,21.4899093194843,21.4899093194843,23.4903322903559,"Annual","Summer"
"K8_C_N_23","M12_20","M12","KL","AC8","C","Control","M12.KL.AC8.C",24.4612095194214,22.323232218063,22.323232218063,24.7001952775569,"Annual","Summer"
"K8_C_N_24","M12_78","M12","KL","AC8","C","Control","M12.KL.AC8.C",22.3103480648107,21.286534717603,21.286534717603,23.1701796053657,"Annual","Summer"
"K8_C_N_3","W1_44","W1","KL","AC8","C","Control","W1.KL.AC8.C",19.7513159218269,22.1265580797676,21.381622749594,21.2361920982396,"Initial","Summer"
"K8_C_N_4","W1_20","W1","KL","AC8","C","Control","W1.KL.AC8.C",19.1846736095342,22.0587074153653,21.0379856978758,20.829831827609,"Initial","Summer"
"K8_C_N_5","W2_40","W2","KL","AC8","C","Control","W2.KL.AC8.C",21.9100547896519,21.7475639251076,22.6876598667977,22.8923044032529,"Initial","Summer"
"K8_C_N_6","W2_28","W2","KL","AC8","C","Control","W2.KL.AC8.C",21.720580649529,21.6712379388129,22.5766102964077,22.7818079075859,"Initial","Summer"
"K8_C_N_7","W2_82","W2","KL","AC8","C","Control","W2.KL.AC8.C",22.056411498925,21.7724637566943,22.7670547301259,22.9860748313594,"Initial","Summer"
"K8_C_N_8","W2_19","W2","KL","AC8","C","Control","W2.KL.AC8.C",18.9036690889065,20.7141340234578,20.8599229261271,20.6184391188366,"Initial","Summer"
"K8_H_N_1","W1_42","W1","KL","AC8","H","Heat","W1.KL.AC8.H",5.43926744157709,16.7544898989306,11.7497912079184,10.487079809247,"Initial","Summer"
"K8_H_N_10","M1_68","M1","KL","AC8","H","Heat","M1.KL.AC8.H",12.9346128607659,16.1295117506263,16.7515412171906,15.8256468437551,"Initial","Summer"
"K8_H_N_11","M1_28","M1","KL","AC8","H","Heat","M1.KL.AC8.H",16.7014644082905,17.4858486357253,19.3459797525434,18.834898360376,"Initial","Summer"
"K8_H_N_12","M1_57","M1","KL","AC8","H","Heat","M1.KL.AC8.H",8.95538587806157,14.6401556058058,14.0620962388985,12.9442610236717,"Initial","Summer"
"K8_H_N_13","M4_31","M4","KL","AC8","H","Heat","M4.KL.AC8.H",15.8910660702543,17.6608954939858,15.6020814271639,17.6608954939858,"Seasonal","Winter"
"K8_H_N_14","M4_56","M4","KL","AC8","H","Heat","M4.KL.AC8.H",15.8683319652626,17.677678878125,15.5880761556085,17.677678878125,"Seasonal","Winter"
"K8_H_N_15","M4_38","M4","KL","AC8","H","Heat","M4.KL.AC8.H",14.7413354450278,17.3980185481267,15.184360482215,17.3980185481267,"Seasonal","Winter"
"K8_H_N_16","M4_47","M4","KL","AC8","H","Heat","M4.KL.AC8.H",14.5427338790554,17.3605792199427,15.1214279573219,17.3605792199427,"Seasonal","Winter"
"K8_H_N_17","M8_92","M8","KL","AC8","H","Heat","M8.KL.AC8.H",22.4739929697897,18.7600192824427,18.8698922313621,18.7600192824427,"Seasonal","Spring"
"K8_H_N_18","M8_72","M8","KL","AC8","H","Heat","M8.KL.AC8.H",22.8292836457176,18.7026186684668,18.9704754543727,18.7026186684668,"Seasonal","Spring"
"K8_H_N_19","M8_70","M8","KL","AC8","H","Heat","M8.KL.AC8.H",22.8215735682176,18.7085580933644,18.9922935658618,18.7085580933644,"Seasonal","Spring"
"K8_H_N_2","W1_86","W1","KL","AC8","H","Heat","W1.KL.AC8.H",5.60907080780056,16.8796455809476,11.858939080605,10.5985053117949,"Initial","Summer"
"K8_H_N_20","M8_64","M8","KL","AC8","H","Heat","M8.KL.AC8.H",23.7961019167058,18.8822673667193,19.7532445706915,18.8822673667193,"Seasonal","Spring"
"K8_H_N_21","M12_9","M12","KL","AC8","H","Heat","M12.KL.AC8.H",16.2750738943295,18.6382657024537,18.6382657024537,18.5004653027619,"Annual","Summer"
"K8_H_N_22","M12_35","M12","KL","AC8","H","Heat","M12.KL.AC8.H",14.7853474056322,18.0329890022192,18.0329890022192,17.3081460977136,"Annual","Summer"
"K8_H_N_23","M12_26","M12","KL","AC8","H","Heat","M12.KL.AC8.H",12.8393499234591,17.2654128565474,17.2654128565474,15.747282391001,"Annual","Summer"
"K8_H_N_24","M12_70","M12","KL","AC8","H","Heat","M12.KL.AC8.H",10.6133757055807,16.5065644563453,16.5065644563453,14.0357124844136,"Annual","Summer"
"K8_H_N_3","W1_95","W1","KL","AC8","H","Heat","W1.KL.AC8.H",3.281969731526,16.0662262419346,10.5404436458296,9.23180070325776,"Initial","Summer"
"K8_H_N_4","W1_35","W1","KL","AC8","H","Heat","W1.KL.AC8.H",0.864509407250136,15.4405875594291,9.31827677681003,7.92164790795198,"Initial","Summer"
"K8_H_N_5","W2_74","W2","KL","AC8","H","Heat","W2.KL.AC8.H",5.47672671121927,14.9660048279554,11.7398429905854,10.4770280606559,"Initial","Summer"
"K8_H_N_6","W2_47","W2","KL","AC8","H","Heat","W2.KL.AC8.H",8.63412737746804,16.3137555297086,13.7728683477851,12.5549770464308,"Initial","Summer"
"K8_H_N_7","W2_53","W2","KL","AC8","H","Heat","W2.KL.AC8.H",4.39679727020135,14.5338661354769,11.1321015862036,9.8438167870656,"Initial","Summer"
"K8_H_N_8","W2_30","W2","KL","AC8","H","Heat","W2.KL.AC8.H",3.64246779930642,14.2538813288435,10.7186052611389,9.41340383923749,"Initial","Summer"
"K8_H_N_9","M1_17","M1","KL","AC8","H","Heat","M1.KL.AC8.H",14.0154801086422,16.4815126431986,17.5044982154146,16.6992628079794,"Initial","Summer"
"S10_C_N_1","W1_71","W1","SS","AC10","C","Control","W1.SS.AC10.C",21.4248760516197,22.3097859025678,22.4097950316891,22.553703320591,"Initial","Summer"
"S10_C_N_10","M1_85","M1","SS","AC10","C","Control","M1.SS.AC10.C",25.1522673875503,21.5737402480786,24.3225189314492,25.2665948562553,"Initial","Summer"
"S10_C_N_11","M1_23","M1","SS","AC10","C","Control","M1.SS.AC10.C",24.8009084787106,21.5015491587836,24.1103691956986,25.0433192162665,"Initial","Summer"
"S10_C_N_12","M1_35","M1","SS","AC10","C","Control","M1.SS.AC10.C",25.1577099716705,21.6151893928081,24.3335475133569,25.2409591201575,"Initial","Summer"
"S10_C_N_13","M4_7","M4","SS","AC10","C","Control","M4.SS.AC10.C",24.850201199941,21.1528895549035,20.8281374924606,21.1528895549035,"Seasonal","Winter"
"S10_C_N_14","M4_71","M4","SS","AC10","C","Control","M4.SS.AC10.C",25.0358650890234,21.2218078438516,21.0704063730946,21.2218078438516,"Seasonal","Winter"
"S10_C_N_15","M4_51","M4","SS","AC10","C","Control","M4.SS.AC10.C",24.3962836355222,20.9275548786001,20.2676631924475,20.9275548786001,"Seasonal","Winter"
"S10_C_N_16","M4_8","M4","SS","AC10","C","Control","M4.SS.AC10.C",23.5516578415334,20.5281960839105,19.4957326102864,20.5281960839105,"Seasonal","Winter"
"S10_C_N_17","M8_25","M8","SS","AC10","C","Control","M8.SS.AC10.C",24.5821501218661,21.0079772037846,21.6112446762551,21.0079772037846,"Seasonal","Spring"
"S10_C_N_18","M8_43","M8","SS","AC10","C","Control","M8.SS.AC10.C",25.0920537648672,20.6060517303231,21.6798732492859,20.6060517303231,"Seasonal","Spring"
"S10_C_N_19","M8_66","M8","SS","AC10","C","Control","M8.SS.AC10.C",24.6977765523996,19.2681592182503,20.6147015330868,19.2681592182503,"Seasonal","Spring"
"S10_C_N_20","M8_32","M8","SS","AC10","C","Control","M8.SS.AC10.C",25.1663992206066,20.1410215192169,21.4821041377393,20.1410215192169,"Seasonal","Spring"
"S10_C_N_21","M12_32","M12","SS","AC10","C","Control","M12.SS.AC10.C",24.6683258869841,22.466290425716,22.466290425716,24.8655382227497,"Annual","Summer"
"S10_C_N_22","M12_96","M12","SS","AC10","C","Control","M12.SS.AC10.C",25.2081016671852,22.7885689627291,22.7885689627291,25.2546310329331,"Annual","Summer"
"S10_C_N_23","M12_18","M12","SS","AC10","C","Control","M12.SS.AC10.C",25.0192583583337,22.6793539612288,22.6793539612288,25.1229534279807,"Annual","Summer"
"S10_C_N_24","M12_88","M12","SS","AC10","C","Control","M12.SS.AC10.C",24.7428425836339,22.5689961757355,22.5689961757355,24.9495929451917,"Annual","Summer"
"S10_C_N_3","W1_64","W1","SS","AC10","C","Control","W1.SS.AC10.C",20.0431497343867,22.1596370985082,21.5774376278063,21.5289078700666,"Initial","Summer"
"S10_C_N_4","W1_29","W1","SS","AC10","C","Control","W1.SS.AC10.C",19.2245577247162,22.0191801328762,21.064632435434,20.9022615529539,"Initial","Summer"
"S10_C_N_5","W2_78","W2","SS","AC10","C","Control","W2.SS.AC10.C",22.0994022017639,21.7697742255343,22.7920172333512,23.0280797446611,"Initial","Summer"
"S10_C_N_6","W2_64","W2","SS","AC10","C","Control","W2.SS.AC10.C",22.8990942460076,21.9370970025756,23.2218408150655,23.6420862646602,"Initial","Summer"
"S10_C_N_7","W2_92","W2","SS","AC10","C","Control","W2.SS.AC10.C",24.3987929066328,22.1688974810095,24.0030399360868,24.6751242676375,"Initial","Summer"
"S10_C_N_8","W2_77","W2","SS","AC10","C","Control","W2.SS.AC10.C",23.9930653159,22.0780851646743,23.7951938397731,24.3371691436504,"Initial","Summer"
"S10_C_N_9","M1_59","M1","SS","AC10","C","Control","M1.SS.AC10.C",25.1071059252415,21.430486140677,24.3457432782848,25.1509874146232,"Initial","Summer"
"S10_H_N_1","W1_69","W1","SS","AC10","H","Heat","W1.SS.AC10.H",15.0682172286645,20.8978470440075,18.2548924955603,17.5580378648504,"Initial","Summer"
"S10_H_N_10","M1_71","M1","SS","AC10","H","Heat","M1.SS.AC10.H",24.2613542349295,20.9299635907136,23.9239336780518,24.5095326814379,"Initial","Summer"
"S10_H_N_11","M1_37","M1","SS","AC10","H","Heat","M1.SS.AC10.H",24.71128705415,21.2458024618519,24.1372994417305,24.835488312426,"Initial","Summer"
"S10_H_N_12","M1_52","M1","SS","AC10","H","Heat","M1.SS.AC10.H",24.7906026655002,21.292600042027,24.1791180494538,24.8939263457365,"Initial","Summer"
"S10_H_N_13","M4_32","M4","SS","AC10","H","Heat","M4.SS.AC10.H",24.3205102317131,20.8890282298996,20.1835324460413,20.8890282298996,"Seasonal","Winter"
"S10_H_N_14","M4_33","M4","SS","AC10","H","Heat","M4.SS.AC10.H",23.989285904523,20.734245518861,19.8773627760317,20.734245518861,"Seasonal","Winter"
"S10_H_N_15","M4_54","M4","SS","AC10","H","Heat","M4.SS.AC10.H",24.2645188053464,20.8844987315323,20.1961883155694,20.8844987315323,"Seasonal","Winter"
"S10_H_N_16","M4_61","M4","SS","AC10","H","Heat","M4.SS.AC10.H",23.9034061552297,20.6965093421661,19.7866429629964,20.6965093421661,"Seasonal","Winter"
"S10_H_N_17","M8_62","M8","SS","AC10","H","Heat","M8.SS.AC10.H",24.2115391863474,18.9903053248324,20.0868459556397,18.9903053248324,"Seasonal","Spring"
"S10_H_N_18","M8_27","M8","SS","AC10","H","Heat","M8.SS.AC10.H",24.9034153743653,19.383799429123,20.8010554575972,19.383799429123,"Seasonal","Spring"
"S10_H_N_19","M8_52","M8","SS","AC10","H","Heat","M8.SS.AC10.H",25.0294861199414,20.344867057367,21.5246738033536,20.344867057367,"Seasonal","Spring"
"S10_H_N_2","W1_18","W1","SS","AC10","H","Heat","W1.SS.AC10.H",16.5293277574177,21.3842599716579,19.264378764812,18.7232457566067,"Initial","Summer"
"S10_H_N_20","M8_11","M8","SS","AC10","H","Heat","M8.SS.AC10.H",25.2794475487844,20.0701040030349,21.498158694141,20.0701040030349,"Seasonal","Spring"
"S10_H_N_21","M12_13","M12","SS","AC10","H","Heat","M12.SS.AC10.H",16.3317574023057,18.6584819471364,18.6584819471364,18.537572717881,"Annual","Summer"
"S10_H_N_22","M12_34","M12","SS","AC10","H","Heat","M12.SS.AC10.H",16.2531381535898,18.6559264631659,18.6559264631659,18.5047456095448,"Annual","Summer"
"S10_H_N_23","M12_30","M12","SS","AC10","H","Heat","M12.SS.AC10.H",11.8609021531732,16.913893468575,16.913893468575,14.9754075187655,"Annual","Summer"
"S10_H_N_24","M12_45","M12","SS","AC10","H","Heat","M12.SS.AC10.H",10.0073909575007,16.3143183550865,16.3143183550865,13.5729596832528,"Annual","Summer"
"S10_H_N_3","W1_5","W1","SS","AC10","H","Heat","W1.SS.AC10.H",15.6755201443752,21.074089632356,18.666509561104,18.0133916682043,"Initial","Summer"
"S10_H_N_4","W1_66","W1","SS","AC10","H","Heat","W1.SS.AC10.H",13.1675006018322,20.1788376208951,16.9352699775743,16.0248265264575,"Initial","Summer"
"S10_H_N_5","W2_54","W2","SS","AC10","H","Heat","W2.SS.AC10.H",18.040194029741,20.38679412069,20.2963278916732,19.9607055797324,"Initial","Summer"
"S10_H_N_6","W2_72","W2","SS","AC10","H","Heat","W2.SS.AC10.H",21.1294127221861,21.5213308523854,22.2409550248023,22.3247949235156,"Initial","Summer"
"S10_H_N_7","W2_43","W2","SS","AC10","H","Heat","W2.SS.AC10.H",18.7931398521345,20.6621379970992,20.7779867445502,20.511795687446,"Initial","Summer"
"S10_H_N_8","W2_91","W2","SS","AC10","H","Heat","W2.SS.AC10.H",20.9260844880568,21.4451949843289,22.1187621875433,22.1682489621031,"Initial","Summer"
"S10_H_N_9","M1_73","M1","SS","AC10","H","Heat","M1.SS.AC10.H",24.2949273711478,20.8436370799267,23.9487386990173,24.5570105528958,"Initial","Summer"
"S12_C_N_10","M1_46","M1","SS","AC12","C","Control","M1.SS.AC12.C",24.2809448052872,21.2600866946059,23.8142875698726,24.7598090161162,"Initial","Summer"
"S12_C_N_11","M1_5","M1","SS","AC12","C","Control","M1.SS.AC12.C",24.6019312270179,21.3893072926281,23.976917916351,24.9369218609291,"Initial","Summer"
"S12_C_N_13","M4_78","M4","SS","AC12","C","Control","M4.SS.AC12.C",25.1473788432971,21.3158571918287,21.6538986735564,21.3158571918287,"Seasonal","Winter"
"S12_C_N_14","M4_63","M4","SS","AC12","C","Control","M4.SS.AC12.C",25.2070785061537,21.3349286536129,21.6335310332067,21.3349286536129,"Seasonal","Winter"
"S12_C_N_15","M4_17","M4","SS","AC12","C","Control","M4.SS.AC12.C",24.7874806765314,21.1856856963395,21.6395167552068,21.1856856963395,"Seasonal","Winter"
"S12_C_N_16","M4_43","M4","SS","AC12","C","Control","M4.SS.AC12.C",25.2690609816679,21.3513771681642,21.4515269776237,21.3513771681642,"Seasonal","Winter"
"S12_C_N_17","M8_80","M8","SS","AC12","C","Control","M8.SS.AC12.C",23.9219604221314,21.1492977303366,21.3469564545313,21.1492977303366,"Seasonal","Spring"
"S12_C_N_18","M8_46","M8","SS","AC12","C","Control","M8.SS.AC12.C",24.0400283060708,21.1505474659617,21.4070628844296,21.1505474659617,"Seasonal","Spring"
"S12_C_N_19","M8_45","M8","SS","AC12","C","Control","M8.SS.AC12.C",24.121866719516,21.1570292359357,21.4557180869773,21.1570292359357,"Seasonal","Spring"
"S12_C_N_2","W1_46","W1","SS","AC12","C","Control","W1.SS.AC12.C",21.0348122232963,22.2574583172331,22.1538689464796,22.2051580630906,"Initial","Summer"
"S12_C_N_20","M8_29","M8","SS","AC12","C","Control","M8.SS.AC12.C",25.1442081869583,20.4927972648463,21.6597928197946,20.4927972648463,"Seasonal","Spring"
"S12_C_N_21","M12_76","M12","SS","AC12","C","Control","M12.SS.AC12.C",24.6151220613006,22.8561616156274,22.8561616156274,24.9576392213898,"Annual","Summer"
"S12_C_N_22","M12_93","M12","SS","AC12","C","Control","M12.SS.AC12.C",24.9460350008571,22.9187783961268,22.9187783961268,25.1513691195988,"Annual","Summer"
"S12_C_N_23","M12_44","M12","SS","AC12","C","Control","M12.SS.AC12.C",24.672245191258,22.8810595523611,22.8810595523611,25.0035855075991,"Annual","Summer"
"S12_C_N_24","M12_69","M12","SS","AC12","C","Control","M12.SS.AC12.C",25.1981034197967,22.8725322540707,22.8725322540707,25.272202405922,"Annual","Summer"
"S12_C_N_3","W1_2","W1","SS","AC12","C","Control","W1.SS.AC12.C",18.7308252375737,21.4600694467741,20.6171438990242,20.4044813662015,"Initial","Summer"
"S12_C_N_4","W1_59","W1","SS","AC12","C","Control","W1.SS.AC12.C",20.6548303782716,22.2456560308379,21.9541696178873,21.9750276842833,"Initial","Summer"
"S12_C_N_5","W2_58","W2","SS","AC12","C","Control","W2.SS.AC12.C",25.1536590360256,21.9663776831737,24.3367571072178,25.2397794631999,"Initial","Summer"
"S12_C_N_6","W2_35","W2","SS","AC12","C","Control","W2.SS.AC12.C",25.0591567441412,21.9891544601864,24.2946795267205,25.193202610041,"Initial","Summer"
"S12_C_N_7","W2_80","W2","SS","AC12","C","Control","W2.SS.AC12.C",24.9042966045276,22.1353020190144,24.2381625256968,25.0305797363773,"Initial","Summer"
"S12_C_N_8","W2_1","W2","SS","AC12","C","Control","W2.SS.AC12.C",25.1356224308498,21.8507827018666,24.3046475040912,25.2463662200554,"Initial","Summer"
"S12_C_N_9","M1_72","M1","SS","AC12","C","Control","M1.SS.AC12.C",23.7434858931762,21.0852903882443,23.5786478277503,24.4268688635319,"Initial","Summer"
"S12_H_N_1","W1_32","W1","SS","AC12","H","Heat","W1.SS.AC12.H",7.74111461710286,17.6599081700736,13.1642583686586,11.9341586945151,"Initial","Summer"
"S12_H_N_11","M1_42","M1","SS","AC12","H","Heat","M1.SS.AC12.H",10.6643387892367,15.196010838852,15.2659849039098,14.3180087423517,"Initial","Summer"
"S12_H_N_12","M1_10","M1","SS","AC12","H","Heat","M1.SS.AC12.H",17.3214137076313,17.7336201363511,19.731287143778,19.312825648999,"Initial","Summer"
"S12_H_N_13","M4_41","M4","SS","AC12","H","Heat","M4.SS.AC12.H",25.211933364623,21.3277488042581,21.5792511558465,21.3277488042581,"Seasonal","Winter"
"S12_H_N_14","M4_25","M4","SS","AC12","H","Heat","M4.SS.AC12.H",23.3249103455618,20.4379013759323,19.4478927962825,20.4379013759323,"Seasonal","Winter"
"S12_H_N_15","M4_70","M4","SS","AC12","H","Heat","M4.SS.AC12.H",24.4546160300898,20.9807225113626,20.6366313774196,20.9807225113626,"Seasonal","Winter"
"S12_H_N_16","M4_58","M4","SS","AC12","H","Heat","M4.SS.AC12.H",22.5620764337089,20.1324768270008,19.0670271964438,20.1324768270008,"Seasonal","Winter"
"S12_H_N_17","M8_79","M8","SS","AC12","H","Heat","M8.SS.AC12.H",24.292906228563,21.1324375287456,21.5345782688586,21.1324375287456,"Seasonal","Spring"
"S12_H_N_18","M8_69","M8","SS","AC12","H","Heat","M8.SS.AC12.H",24.5479524517166,21.0601734410993,21.6261762962838,21.0601734410993,"Seasonal","Spring"
"S12_H_N_19","M8_18","M8","SS","AC12","H","Heat","M8.SS.AC12.H",24.672385649864,20.9777210593418,21.6445187389729,20.9777210593418,"Seasonal","Spring"
"S12_H_N_2","W1_33","W1","SS","AC12","H","Heat","W1.SS.AC12.H",24.0240915342439,22.2099314003152,23.812670664527,24.3870764862769,"Initial","Summer"
